lex_jaccard,lex_dice_coeff,lex_overlap_coeff,lex_norm_edit_distance,lex_jaro_winkler,lex_cosine_sim,lex_euclidean_dist,lex_char_ngram_overlap,lex_char_tfidf_cosine_sim,lex_ngram_overlap,lex_bleu_score,lex_common_word_count,lex_common_to_unique_ratio,lex_len_ratio,lex_length_diff,lex_content_word_overlap_ratio,lex_ngram_precision_1,lex_ngram_precision_2,lex_ngram_precision_3,lex_ngram_recall_1,lex_ngram_recall_2,lex_ngram_recall_3,lex_lcs_norm,lex_soft_jaccard,syn_pos_overlap_ratio,syn_pos_bigram_overlap,syn_pos_trigram_overlap,syn_dep_overlap_ratio,syn_gram_rel_cosine_sim,syn_word_order_sim,syn_lcs_norm,syn_tree_edit_dist,syn_pos_norm_edit_distance,syn_pos_ngram_precision_1,syn_pos_ngram_precision_2,syn_pos_ngram_recall_1,syn_pos_ngram_recall_2,syn_dep_precision,syn_dep_recall,pos_noun_diff,pos_verb_diff,pos_adj_diff,pos_adv_diff,sem_synonym_overlap,sem_lexical_chain_overlap,sem_ne_overlap,sem_ne_type_overlap,sem_simplified_lesk_sim,sem_hypernym_hyponym_overlap,sem_lsa_sim,sem_lda_sim,sem_avg_sim_path,sem_max_sim_path,sem_avg_sim_wup,sem_max_sim_wup,sem_avg_sim_lch,sem_max_sim_lch,sem_antonym_ratio,sem_srl_overlap,sem_temporal_overlap,sem_sentiment_pos_diff,sem_sentiment_neg_diff,sem_sentiment_obj_diff,sem_negation_difference,sem_negation_both_present,sem_negation_both_absent,score,dataset
0.5,0.6666666666666666,0.7692307692307693,0.6687898089171975,0.9197071789401023,0.590534456140572,0.904948113274378,0.5142857142857142,0.6685619004439681,0.4,0.4890197813272515,10,0.5,0.8275862068965517,5,0.5454545454545454,0.7692307692307693,0.6666666666666666,0.6363636363636364,0.5882352941176471,0.5,0.4666666666666667,0.5494505494505495,1.4924471299093653,0.41509433962264153,0.41935483870967744,0.4,0.6875,0.9340401906204228,0.25015518238217066,0.6792452830188679,0.5833333333333334,0.6206896551724138,0.4583333333333333,0.5652173913043478,0.3793103448275862,0.4642857142857143,0.6521739130434783,0.5357142857142857,1,3,1,1,0.6026058631921825,0.4430506773707978,0.3333333333333333,0.3333333333333333,0.7365792759051186,0.41950113378684806,0.5905344561405722,0.008012469451471174,0.18842984505862997,1.0,0.3166645961799358,1.0,1.1181296097282536,3.6375861597263857,0.0028735632183908046,0.625,0.0,0.01260504201680672,0.00105042016806723,0.011554621848739455,0,0,1,4.0,MSRpar
0.5,0.6666666666666666,0.875,0.5252525252525253,0.8415831704138156,0.3764238800270637,1.1167597055525744,0.43859649122807015,0.45565633353891655,0.26666666666666666,0.31455601883230705,7,0.5,0.6470588235294118,6,0.4166666666666667,0.5384615384615384,0.3333333333333333,0.2727272727272727,0.875,0.5714285714285714,0.5,0.294478527607362,0.8846153846153846,0.42857142857142855,0.2631578947368421,0.2,0.6153846153846154,0.7660323462854265,0.3992134045693435,0.5,0.8695652173913043,0.47058823529411764,0.35294117647058826,0.3125,0.5454545454545454,0.5,0.1875,0.3,2,1,1,1,0.3850267379679144,0.26294820717131473,0.8,0.8,0.4026258205689278,0.20770519262981574,0.3764238800270634,0.017040106711426032,0.1528325484279974,1.0,0.30799937762607243,1.0,1.1658431135340912,3.6375861597263857,0.0,0.4,1.0,0.0,0.0,0.0,0,0,1,3.75,MSRpar
0.35294117647058826,0.5,0.6,0.43000000000000005,0.7661463244281472,0.5300488621184979,0.969485572746188,0.36666666666666664,0.4840342175909762,0.1,0.08406863224415036,6,0.35294117647058826,0.85,3,0.3333333333333333,0.42857142857142855,0.15384615384615385,0.08333333333333333,0.6,0.2222222222222222,0.125,0.2916666666666667,0.8552556002297531,0.32432432432432434,0.20833333333333334,0.14285714285714285,0.5,0.7047138579747255,0.024169184290030215,0.4864864864864865,0.8275862068965517,0.35,0.3,0.2631578947368421,0.35294117647058826,0.3125,0.2631578947368421,0.3125,1,1,2,0,0.41025641025641024,0.40216606498194946,0.25,0.25,0.4250814332247557,0.38385502471169686,0.5300488621184981,0.012728938582451168,0.1379932781535783,1.0,0.2744062730054339,1.0,1.2874527501379742,3.6375861597263857,0.0,0.0,0.0,0.0,0.022727272727272724,0.022727272727272707,0,0,1,2.8,MSRpar
0.6190476190476191,0.7222222222222222,0.8666666666666667,0.7157894736842105,0.9398415429242735,0.6493287345495002,0.8374619578828637,0.7684210526315789,0.8170749157317053,0.5454545454545454,0.5989032124636781,13,0.6190476190476191,0.7,9,0.6111111111111112,0.6190476190476191,0.6,0.5789473684210527,0.8666666666666667,0.8571428571428571,0.8461538461538461,0.7987804878048781,1.3048780487804879,0.5098039215686274,0.7083333333333334,0.6666666666666666,0.6666666666666666,0.9035624609139908,0.40508896143654255,0.7843137254901961,0.4838709677419355,0.7,0.43333333333333335,0.5862068965517241,0.6190476190476191,0.85,0.5517241379310345,0.8,3,0,2,0,0.5721153846153846,0.6362297496318114,0.5,0.5,0.6540284360189573,0.6502914238134888,0.6493287345495002,0.010018485401707187,0.1512056264456203,1.0,0.2828099133901123,1.0,1.271439008648923,3.6375861597263857,0.0,0.5555555555555556,0.0,0.002380952380952381,0.0,0.0023809523809523725,0,0,1,3.4,MSRpar
0.20833333333333334,0.3333333333333333,0.35714285714285715,0.4299065420560748,0.833066310636404,0.16434455676804186,1.2927918960389246,0.1978021978021978,0.27603847179351704,0.037037037037037035,0.032709344708772174,5,0.20833333333333334,1.0,0,0.1875,0.3125,0.06666666666666667,0.0,0.35714285714285715,0.07692307692307693,0.0,0.18691588785046728,0.46582646631119723,0.47368421052631576,0.17857142857142858,0.0625,0.6153846153846154,0.7422696190252053,0.23168058395324337,0.3157894736842105,1.0,0.3157894736842105,0.47368421052631576,0.2777777777777778,0.47368421052631576,0.2777777777777778,0.0,0.0,2,1,0,0,0.3670886075949367,0.4965986394557823,0.0,0.0,0.49038461538461536,0.5123537061118335,0.16434455676804133,0.011431384857891969,0.11730829205626746,1.0,0.25921271530592016,1.0,1.1845288407913788,3.6375861597263857,0.0,0.0,0.0,0.011363636363636364,0.045454545454545456,0.05681818181818177,0,0,1,2.4,MSRpar
0.22727272727272727,0.35714285714285715,0.38461538461538464,0.2947368421052632,0.7033159589795744,0.1692423089234664,1.288997820848844,0.1875,0.23651752291030997,0.0,0.019920427051171676,5,0.22727272727272727,0.95,1,0.1875,0.38461538461538464,0.0,0.0,0.3333333333333333,0.0,0.0,0.12834224598930483,0.3352601156069365,0.358974358974359,0.25925925925925924,0.029411764705882353,0.5,0.8357448101873571,-0.04889056381850774,0.358974358974359,0.9722222222222222,0.35,0.35,0.3684210526315789,0.3684210526315789,0.3888888888888889,0.05263157894736842,0.05555555555555555,0,0,2,1,0.19680851063829788,0.1844532279314888,0.0,0.0,0.26570915619389585,0.17218543046357615,0.16924230892346637,0.011704660168135818,0.1616374832066093,1.0,0.29868311191853214,1.0,1.0778272973728387,3.6375861597263857,0.0,0.25,0.0,0.044642857142857144,0.008928571428571428,0.0535714285714286,0,0,1,1.333,MSRpar
0.4166666666666667,0.5882352941176471,0.6666666666666666,0.26086956521739135,0.743975583235589,0.4353232001788455,1.0627104966275194,0.30701754385964913,0.4677624786298229,0.10344827586206896,0.07535838128770536,10,0.4166666666666667,0.9285714285714286,2,0.3333333333333333,0.5263157894736842,0.16666666666666666,0.058823529411764705,0.6666666666666666,0.21428571428571427,0.07692307692307693,0.10897435897435898,0.90008371634021,0.4444444444444444,0.3142857142857143,0.11627906976744186,0.6111111111111112,0.7526178090063818,0.13912094182157467,0.4074074074074074,0.8181818181818182,0.3571428571428571,0.42857142857142855,0.4074074074074074,0.46153846153846156,0.44,0.2962962962962963,0.32,3,0,1,0,0.41724137931034483,0.19889779559118237,0.3333333333333333,0.3333333333333333,0.46178861788617886,0.16844469399213924,0.435323200178845,0.0086535391809021,0.17044843260430834,1.0,0.29951563602469344,1.0,1.3626302705244844,3.6375861597263857,0.0,0.0,0.0,0.01467391304347826,0.03451086956521739,0.019836956521739113,0,0,1,4.6,MSRpar
0.55,0.7096774193548387,0.7333333333333333,0.525179856115108,0.76794719818992,0.5359503566287694,0.9633790981448902,0.5633802816901409,0.6575695560991616,0.3181818181818182,0.3446073377034663,11,0.55,0.875,3,0.4117647058823529,0.6875,0.4666666666666667,0.2857142857142857,0.7333333333333333,0.5,0.3076923076923077,0.312,1.162162162162162,0.5333333333333333,0.3103448275862069,0.17647058823529413,0.6428571428571429,0.8642716314028859,-0.07486399854542321,0.6666666666666666,0.7352941176470589,0.41666666666666663,0.5,0.391304347826087,0.5714285714285714,0.45,0.391304347826087,0.45,2,1,1,0,0.4732824427480916,0.5364635364635365,0.25,0.25,0.5960854092526691,0.5374064837905237,0.5359503566287689,0.010473385292828648,0.17034279798514962,1.0,0.29238963953226305,1.0,1.3523092940393429,3.6375861597263857,0.0,0.5714285714285714,0.0,0.016666666666666663,0.0,0.01666666666666672,0,0,1,3.8,MSRpar
0.5,0.6666666666666666,0.6666666666666666,0.5636363636363637,0.7374981405634836,0.48316692904561476,1.0166937306331592,0.5797101449275363,0.5874642265424073,0.15789473684210525,0.119219885465362,8,0.5,0.9444444444444444,1,0.5,0.6666666666666666,0.2727272727272727,0.1,0.6666666666666666,0.2727272727272727,0.1,0.28169014084507044,1.1476510067114096,0.45714285714285713,0.5238095238095238,0.34782608695652173,0.8461538461538461,0.888336318148377,0.0722767262038587,0.6285714285714286,0.625,0.6111111111111112,0.4444444444444444,0.6470588235294118,0.47058823529411764,0.6875,0.5294117647058824,0.5625,0,1,0,2,0.5167785234899329,0.6047774158523345,0.0,0.0,0.6891304347826087,0.6262755102040817,0.4831669290456152,0.012729556424822375,0.1517214922944509,1.0,0.28251342317935435,1.0,1.20172538150375,3.6375861597263857,0.0,0.7142857142857143,0.0,0.020604395604395608,0.0068681318681318645,0.013736263736263687,0,0,1,4.2,MSRpar
0.375,0.5217391304347826,0.5454545454545454,0.4649122807017544,0.8456280535609518,0.3951037737480428,1.099905656183254,0.345679012345679,0.4633347810406832,0.05,0.04790437745835816,6,0.375,1.0,0,0.3125,0.5454545454545454,0.1,0.0,0.5,0.09090909090909091,0.0,0.2062780269058296,0.9154929577464791,0.42105263157894735,0.391304347826087,0.23076923076923078,0.5714285714285714,0.8075728530872481,0.4282580491256923,0.5263157894736842,0.9411764705882353,0.5263157894736843,0.42105263157894735,0.5,0.42105263157894735,0.5,0.1111111111111111,0.1111111111111111,2,3,3,0,0.48659003831417624,0.4162754303599374,0.0,0.0,0.5191256830601093,0.37262012692656393,0.39510377374804284,0.011967961292789443,0.15177141926457732,1.0,0.28180029460100403,1.0,1.2871002090144301,3.6375861597263857,0.0,0.1111111111111111,0.0,0.00618131868131868,0.0,0.006181318681318659,0,0,1,2.6,MSRpar
