lex_longest_common_substring_norm,lex_longest_common_subsequence_norm,lex_greedy_string_tiling,lex_char_2gram_jaccard,lex_char_3gram_jaccard,lex_char_4gram_jaccard,lex_char_5gram_jaccard,lex_char_6gram_jaccard,lex_char_7gram_jaccard,lex_char_8gram_jaccard,lex_char_9gram_jaccard,lex_char_10gram_jaccard,lex_char_11gram_jaccard,lex_char_12gram_jaccard,lex_char_13gram_jaccard,lex_char_14gram_jaccard,lex_char_15gram_jaccard,lex_word_1gram_containment_no_stop,lex_word_2gram_containment_no_stop,lex_word_1gram_jaccard,lex_word_3gram_jaccard,lex_word_4gram_jaccard,lex_word_2gram_jaccard_no_stop,lex_word_4gram_jaccard_no_stop,lex_levenshtein_normalized,lex_jaro_similarity,lex_jaro_winkler_similarity,lex_monge_elkan_similarity,lex_ngram_overlap_1,lex_ngram_overlap_2,lex_ngram_overlap_3,lex_content_ngram_overlap_1,lex_content_ngram_overlap_2,lex_content_ngram_overlap_3,lex_skip_ngram_overlap_2,lex_skip_ngram_overlap_3,lex_wordnet_augmented_overlap,lex_weighted_word_overlap,syn_stopword_ngram_overlap_2,syn_stopword_ngram_overlap_3,syn_stopword_ngram_overlap_4,syn_stopword_ngram_overlap_5,syn_stopword_ngram_overlap_6,syn_stopword_ngram_overlap_7,syn_stopword_ngram_overlap_8,syn_stopword_ngram_overlap_9,syn_stopword_ngram_overlap_10,syn_pos_2gram_jaccard,syn_pos_3gram_jaccard,syn_pos_4gram_jaccard,syn_word_pair_order,syn_word_pair_distance,syn_syntactic_similarity_subject,syn_syntactic_similarity_object,syn_syntactic_similarity_predicate,syn_dependency_overlap,sem_avg_word_similarity,sem_esa_similarity,sem_avg_word_similarity_lexsub,sem_avg_word_similarity_smt,sem_dt_similarity_cardinal_numbers,sem_greedy_lemma_align_overlap,sem_numbers_overlap,sem_named_entity_overlap,sem_named_entity_overlap_PERSON,sem_named_entity_overlap_DATE,sem_named_entity_overlap_CARDINAL,sem_length_difference,sem_information_content_difference,sty_function_word_freq_similarity,sty_ttr_difference,sty_sttr_difference,score,dataset,sem_named_entity_overlap_ORG,sem_named_entity_overlap_ORDINAL,sem_named_entity_overlap_NORP,sem_named_entity_overlap_LOC,sem_named_entity_overlap_PERCENT,sem_named_entity_overlap_MONEY,sem_named_entity_overlap_GPE,sem_named_entity_overlap_TIME,sem_named_entity_overlap_PRODUCT,sem_named_entity_overlap_WORK_OF_ART,sem_named_entity_overlap_FAC,sem_named_entity_overlap_LAW,sem_named_entity_overlap_QUANTITY,sem_named_entity_overlap_EVENT,sem_named_entity_overlap_LANGUAGE
0.4728682170542636,0.6853448275862069,0.6037735849056604,0.6129032258064516,0.47368421052631576,0.4383561643835616,0.4228187919463087,0.41333333333333333,0.4,0.38666666666666666,0.37333333333333335,0.36,0.3466666666666667,0.3333333333333333,0.3288590604026846,0.32432432432432434,0.3197278911564626,0.5882352941176471,0.5,0.5483870967741935,0.32432432432432434,0.3055555555555556,0.4,0.3333333333333333,0.6356589147286822,0.8598319991983013,0.9158991995189808,0.9185249042145593,0.6956521739130435,0.5714285714285714,0.5106382978723405,0.6666666666666666,0.64,0.6086956521739131,0.4658040665434381,0.29812206572769956,0.7649931627270952,0.9618755531274609,0.45454545454545453,0.4,0.3333333333333333,0.25,0.14285714285714285,0.0,0.0,0.0,0.0,0.4375,0.4,0.34285714285714286,0.605072463768116,0.6451612903225806,9.533288149968284,11.125918944086003,1e+300,0.6037735849056604,5.882352941176471e+298,0.7460720229530251,4.651162790697675e+298,4.444444444444445e+298,0.0,4.934710893257547e+299,0.0,0.5,1.0,0.0,0.0,0.18867924528301888,0.3767219511637177,0.3106303720986978,0.02011494252873558,0.02499999999999991,4.0,MSRpar,,,,,,,,,,,,,,,
0.24096385542168675,0.5240641711229946,0.35714285714285715,0.4177215189873418,0.3333333333333333,0.28431372549019607,0.2403846153846154,0.19811320754716982,0.16822429906542055,0.14953271028037382,0.1308411214953271,0.11214953271028037,0.09345794392523364,0.08490566037735849,0.0761904761904762,0.0673076923076923,0.05825242718446602,0.875,0.5714285714285714,0.42105263157894735,0.043478260869565216,0.0,0.26666666666666666,0.15384615384615385,0.5060240963855422,0.7349512008146547,0.8409707204887928,0.9154040404040404,0.5833333333333334,0.2608695652173913,0.09523809523809525,0.625,0.42857142857142855,0.3333333333333333,0.2638888888888889,0.09285714285714286,0.7439496611810261,0.9015815741754537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23809523809523808,0.2,0.15789473684210525,0.4727272727272727,0.27586206896551724,3.6274710354395117,10.648994871995694,4.076181965990394,0.21428571428571427,7.769055412244445,0.7873547747983194,6.788858827241458,7.088592950148525,0.9999999999999999,49.96886195140132,0.0,0.8888888888888888,,1.0,,0.42857142857142855,0.5171172941054933,-0.7637626158259735,0.05882352941176472,0.05882352941176472,3.75,MSRpar,0.6666666666666666,1.0,,,,,,,,,,,,,
0.2839506172839506,0.4897058823529412,0.4864864864864865,0.40963855421686746,0.3181818181818182,0.2711864406779661,0.23140495867768596,0.1951219512195122,0.16,0.12598425196850394,0.11904761904761904,0.112,0.10483870967741936,0.0975609756097561,0.09016393442622951,0.08264462809917356,0.075,0.6,0.2222222222222222,0.34782608695652173,0.1,0.06896551724137931,0.1,0.0,0.3950617283950617,0.7474492261041968,0.7474492261041968,0.8598039215686275,0.5185185185185186,0.3333333333333333,0.14285714285714285,0.5263157894736842,0.11764705882352941,0.0,0.2857142857142857,0.14967462039045554,0.6099521358258829,0.6465355937959091,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23076923076923078,0.13793103448275862,0.10714285714285714,0.3235294117647059,0.1923076923076923,3.036577932314865,7.690233822125997,9.202909724157502,0.33333333333333337,6.791456167989925,0.9227771283414756,5.9683308741363446,4.359064924522636,0.0,43.10701521191279,0.0,0.4,,,,0.16216216216216217,0.23616204375301633,0.6301260378126043,0.08235294117647052,0.08235294117647052,2.8,MSRpar,0.0,,0.6666666666666666,,,,,,,,,,,,
0.6956521739130435,0.8095238095238095,0.7450980392156863,0.7522123893805309,0.7019867549668874,0.6835443037974683,0.675,0.66875,0.6625,0.65625,0.6540880503144654,0.6518987341772152,0.6496815286624203,0.6474358974358975,0.6451612903225806,0.6428571428571429,0.6405228758169934,0.9285714285714286,0.8571428571428571,0.6333333333333333,0.5666666666666667,0.5517241379310345,0.5454545454545454,0.5,0.7204968944099379,0.9003798270563194,0.9402278962337917,0.9793650793650793,0.7727272727272727,0.7619047619047621,0.75,0.7586206896551724,0.7407407407407406,0.7200000000000001,0.5690376569037656,0.3981264637002342,0.832481829009027,1.232264759475745,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6206896551724138,0.6071428571428571,0.9047619047619048,0.6896551724137931,1e+300,11.757549711960179,10.161534819858218,0.6938775510204082,6.666666666666667e+298,0.7532227296175308,1.2000000000000001e+299,1.1235955056179778e+299,0.0,6.6499798198495935e+299,0.0,0.6666666666666666,,0.0,,0.35294117647058826,0.3662610067271266,0.0,0.014285714285714346,0.0,3.4,MSRpar,1.0,,1.0,0.0,,,,,,,,,,,
0.0898876404494382,0.3157894736842105,0.10526315789473684,0.288,0.152317880794702,0.10967741935483871,0.08280254777070063,0.05660377358490566,0.031055900621118012,0.012345679012345678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35714285714285715,0.07692307692307693,0.23333333333333334,0.0,0.0,0.037037037037037035,0.0,0.3595505617977528,0.6721090823970037,0.6721090823970037,0.7698938001569581,0.4545454545454546,0.2,0.1111111111111111,0.3157894736842105,0.11764705882352941,0.0,0.17543859649122806,0.05405405405405406,0.5251248983385617,0.2997881481486139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19230769230769232,0.06896551724137931,0.0,0.11695906432748537,0.3181818181818182,1.5318337432196856,0.0,9.295115918024235,0.0,7.142857142857143e+298,0.8331266911355978,3.6363636363636366e+298,5.128205128205129e+298,0.0,8.728098513552591e+299,0.0,0.0,,0.0,0.0,0.0,0.24799094226655893,-0.447213595499958,0.052631578947368474,0.052631578947368474,2.4,MSRpar,0.0,,,,0.0,,,,,,,,,,
0.11842105263157894,0.3592105263157894,0.10256410256410256,0.21296296296296297,0.1076923076923077,0.07518796992481203,0.05185185185185185,0.029411764705882353,0.022222222222222223,0.014925373134328358,0.007518796992481203,0.0,0.0,0.0,0.0,0.0,0.0,0.35714285714285715,0.0,0.22580645161290322,0.0,0.0,0.0,0.0,0.21052631578947367,0.6482018455702666,0.6482018455702666,0.7095655806182123,0.35714285714285715,0.07692307692307691,0.0,0.35294117647058826,0.0,0.0,0.1075268817204301,0.025641025641025637,0.4627341427599298,0.4067861385710897,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21428571428571427,0.030303030303030304,0.0,0.12280701754385964,0.30434782608695654,9.50275528280248,11.207503375040906,0.0,0.05128205128205128,3.0305505695489523,0.5889856063335162,3.4482758620689656e+298,3.086032268978722,0.014291548761875736,27.050706107270763,0.0,0.0,,,,0.05128205128205128,0.17023948188707516,-0.5976143046671968,0.052631578947368474,0.052631578947368474,1.333,MSRpar,0.0,,,,0.0,0.0,0.0,0.0,,,,,,,
0.1044776119402985,0.40796703296703296,0.2962962962962963,0.3706293706293706,0.23232323232323232,0.17142857142857143,0.12844036697247707,0.1036036036036036,0.07964601769911504,0.0611353711790393,0.04310344827586207,0.029914529914529916,0.01694915254237288,0.01276595744680851,0.008547008547008548,0.004291845493562232,0.0,0.6666666666666666,0.21428571428571427,0.42857142857142855,0.041666666666666664,0.0,0.10344827586206896,0.0,0.21641791044776115,0.7133259222811462,0.7133259222811462,0.9129208754208756,0.5,0.0975609756097561,0.0,0.4347826086956522,0.09523809523809525,0.0,0.2028985507246377,0.06911293195582473,0.7024213669876017,0.8706327755288039,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2702702702702703,0.09090909090909091,0.021739130434782608,0.36615384615384616,0.18627450980392157,0.0,2.333545243735693,11.308240500879958,0.3333333333333333,6.223119784403434,0.790962333239168,5.3837198492326515,3.7037037037037037e+298,0.4004941850516733,53.1172588900091,1.0,0.25,,0.0,0.0,0.07407407407407407,0.16250041177125135,1.3877787807814457e-17,0.15384615384615385,0.07499999999999996,4.6,MSRpar,,,,,,0.0,1.0,,,,,,,,
0.2543859649122807,0.6696428571428572,0.5777777777777777,0.6043956043956044,0.484375,0.4172661870503597,0.3732394366197183,0.34965034965034963,0.3263888888888889,0.30344827586206896,0.2808219178082192,0.2585034013605442,0.23648648648648649,0.21476510067114093,0.20134228187919462,0.18791946308724833,0.174496644295302,0.7333333333333333,0.5,0.5714285714285714,0.20588235294117646,0.14705882352941177,0.3181818181818182,0.08695652173913043,0.5087719298245614,0.7551253657386471,0.7551253657386471,0.9266890516890517,0.7027027027027027,0.4444444444444445,0.35294117647058826,0.6086956521739131,0.380952380952381,0.2105263157894737,0.4191616766467065,0.23251028806584365,0.8630846157923565,0.9928974467126731,0.4,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32142857142857145,0.18181818181818182,0.11428571428571428,0.5285714285714286,0.16842105263157894,13.079305551942497,9.162295005003312,11.020558428428178,0.5777777777777778,6.031010606676564,0.9395466261770131,7.142857142857143e+298,5.882352941176471e+298,0.9999999999999999,56.584998536671186,0.0,0.4,0.0,,1.0,0.13333333333333333,0.10145933852571276,0.0,0.04166666666666663,0.025000000000000022,3.8,MSRpar,,,,,,,,,,,,,,,
0.26595744680851063,0.6290849673202614,0.5714285714285714,0.5473684210526316,0.47413793103448276,0.4262295081967213,0.3870967741935484,0.3492063492063492,0.3228346456692913,0.296875,0.2713178294573643,0.24615384615384617,0.22137404580152673,0.19696969696969696,0.18181818181818182,0.16666666666666666,0.15151515151515152,0.6666666666666666,0.2727272727272727,0.5454545454545454,0.14814814814814814,0.07407407407407407,0.15789473684210525,0.0,0.5319148936170213,0.7100654396442984,0.7100654396442984,0.8451257674787086,0.7586206896551724,0.5,0.30769230769230765,0.7,0.3333333333333333,0.125,0.4545454545454546,0.28368794326241137,0.75,1.079414891625256,0.5,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5238095238095238,0.34782608695652173,0.2608695652173913,0.4117647058823529,0.3,9.637286175760087,11.521160933895947,1e+300,0.6285714285714287,1.6666666666666668e+299,0.9837724019972901,6.122448979591837e+298,1.7460317460317464e+299,0.0,2.3274929369473577e+300,0.0,0.0,,0.0,,0.05714285714285714,0.09848716768953406,-0.7745966692414833,0.05555555555555558,0.05555555555555558,4.2,MSRpar,,,,,,,,,,,,,,,
0.19791666666666666,0.5263157894736842,0.3157894736842105,0.4205607476635514,0.26811594202898553,0.21379310344827587,0.174496644295302,0.14473684210526316,0.11612903225806452,0.08860759493670886,0.06875,0.06289308176100629,0.056962025316455694,0.050955414012738856,0.04487179487179487,0.03870967741935484,0.032467532467532464,0.5454545454545454,0.09090909090909091,0.4230769230769231,0.0625,0.0,0.05,0.0,0.4375,0.6989214489214488,0.6989214489214488,0.8783486494012809,0.5882352941176471,0.24242424242424243,0.12903225806451615,0.5263157894736842,0.11111111111111112,0.0,0.2857142857142857,0.125752508361204,0.6485012744813344,0.6347943831874759,0.5,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3076923076923077,0.1724137931034483,0.06666666666666667,0.30994152046783624,0.2222222222222222,3.036577932314865,7.806305993378751,0.0,0.10526315789473684,6.647327430421864,0.94403413362314,1.0810810810810811e+299,5e+298,0.0,47.713371030448336,0.0,0.0,,0.0,,0.0,0.021493442015289493,-0.32732683535398854,0.052631578947368474,0.052631578947368474,2.6,MSRpar,0.0,,,,,,,,,,,,,,
